time period,train operating company name,NR on TOC External,NR on TOC Non Track Assets,NR on TOC Severe Weather,NR on TOC Track,TOC on Self Fleet,TOC on Self Operations,TOC on Self Traincrew,TOC on TOC Fleet,TOC on TOC Operations,TOC on TOC Traincrew
Apr 2023 to Mar 2024 (Period 05),Greater Anglia,3637.0,3639.0,579.0,2513.0,3152.0,78.5,828.0,601.5,470.0,400.5
Apr 2023 to Mar 2024 (Period 06),Greater Anglia,4048.0,9279.0,894.0,2985.0,3766.0,429.5,431.0,2241.0,418.0,392.0
Apr 2023 to Mar 2024 (Period 07),Greater Anglia,4092.0,3243.0,1334.5,2943.0,1961.5,146.0,973.0,670.0,466.5,673.0
Apr 2023 to Mar 2024 (Period 08),Greater Anglia,5634.5,8787.2,7522.0,4977.2,2330.0,211.0,828.5,1032.4,464.0,466.5
Apr 2023 to Mar 2024 (Period 09),Greater Anglia,5282.0,5777.1,4249.0,2696.1,3238.0,493.0,1091.5,733.1,564.5,372.5
Apr 2023 to Mar 2024 (Period 10),Greater Anglia,2761.0,3848.0,7354.0,984.0,2442.0,192.0,606.0,542.0,523.0,494.5
Apr 2023 to Mar 2024 (Period 11),Greater Anglia,2621.5,11793.2,2448.5,2723.1,2454.0,228.0,578.5,797.0,512.0,269.0
Apr 2023 to Mar 2024 (Period 12),Greater Anglia,2685.1,10173.3,1655.2,2418.0,1889.0,82.9,830.0,1268.0,776.2,538.2
Apr 2023 to Mar 2024 (Period 13),Greater Anglia,4696.5,4995.7,3910.4,3621.8,2107.2,722.6,672.7,496.2,463.4,483.5
Apr 2024 to Mar 2025 (Period 01),Greater Anglia,6132.0,4481.0,1940.0,4736.0,2359.5,156.5,597.0,1047.0,538.0,314.0
Apr 2024 to Mar 2025 (Period 02),Greater Anglia,3948.0,4424.0,729.0,3219.0,1489.5,99.5,798.5,711.0,282.0,309.5
Apr 2024 to Mar 2025 (Period 03),Greater Anglia,7067.5,3411.8,1288.0,3507.8,1780.0,71.0,831.5,728.9,427.5,347.0
Apr 2024 to Mar 2025 (Period 04),Greater Anglia,4938.5,7173.0,649.0,2944.0,2121.0,213.0,591.5,526.5,584.5,541.0
Apr 2024 to Mar 2025 (Period 05),Greater Anglia,7920.0,5951.0,835.0,2948.0,1049.0,73.0,725.0,554.0,698.5,518.0
Apr 2024 to Mar 2025 (Period 06),Greater Anglia,7961.1,5494.0,886.0,2006.0,1525.5,104.5,873.0,548.0,447.5,656.9
Apr 2024 to Mar 2025 (Period 07),Greater Anglia,10793.0,7068.0,302.0,4648.0,2111.0,154.0,530.0,3844.0,707.5,490.0
Apr 2024 to Mar 2025 (Period 08),Greater Anglia,5358.5,8383.0,287.0,3694.0,1206.0,204.5,974.5,1296.0,635.0,653.4
Apr 2024 to Mar 2025 (Period 09),Greater Anglia,8157.0,5430.2,5657.5,5078.2,2334.0,136.0,674.0,1482.6,698.5,659.5
Apr 2024 to Mar 2025 (Period 10),Greater Anglia,4369.0,4282.0,1319.0,1143.0,1193.0,421.5,406.5,828.5,342.5,202.0
Apr 2024 to Mar 2025 (Period 11),Greater Anglia,3274.5,9694.0,2885.0,2249.0,3881.0,249.5,676.5,989.0,667.5,392.5
Apr 2024 to Mar 2025 (Period 12),Greater Anglia,5623.3,5616.4,108.7,4369.3,1443.0,121.5,679.5,908.7,589.0,501.5
Apr 2024 to Mar 2025 (Period 13),Greater Anglia,10327.8,6627.0,273.8,3838.6,2578.8,692.1,597.3,953.4,493.1,592.5
Apr 2025 to Mar 2026 (Period 01),Greater Anglia,4614.2,4953.2,331.9,3391.9,1698.9,378.5,294.2,868.8,377.5,529.4
Apr 2023 to Mar 2024 (Period 02),Hanson and Hall Charters,8.0,14.0,3.0,1.0,[z],[z],[z],34.0,10.0,[z]
Apr 2023 to Mar 2024 (Period 03),Hanson and Hall Charters,[z],6.0,[z],[z],[z],[z],[z],96.0,29.0,[z]
Apr 2023 to Mar 2024 (Period 04),Hanson and Hall Charters,9.0,[z],4.0,[z],[z],[z],[z],19.0,14.0,5.0
Apr 2023 to Mar 2024 (Period 12),Hanson and Hall Charters,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
Apr 2024 to Mar 2025 (Period 02),Hanson and Hall Charters,5.0,7.0,[z],5.0,[z],[z],[z],[z],[z],4.0
Apr 2024 to Mar 2025 (Period 03),Hanson and Hall Charters,123.0,4.0,[z],22.0,[z],[z],[z],11.0,[z],[z]
Apr 2024 to Mar 2025 (Period 04),Hanson and Hall Charters,4.0,[z],[z],4.0,[z],[z],[z],[z],[z],[z]
Apr 2024 to Mar 2025 (Period 05),Hanson and Hall Charters,[z],[z],[z],27.0,[z],[z],[z],[z],[z],[z]
Apr 2024 to Mar 2025 (Period 06),Hanson and Hall Charters,[z],5.0,[z],[z],[z],[z],[z],6.0,[z],8.0
Apr 2022 to Mar 2023 (Period 01),Heathrow Express,221.0,800.0,5.0,549.0,379.0,3.0,21.0,54.0,10.5,16.0
Apr 2022 to Mar 2023 (Period 02),Heathrow Express,386.0,275.0,3.0,332.0,294.0,6.0,25.0,185.0,34.0,38.0
Apr 2022 to Mar 2023 (Period 03),Heathrow Express,64.0,251.0,53.0,156.0,297.0,[z],64.0,173.0,2.0,155.0
Apr 2022 to Mar 2023 (Period 04),Heathrow Express,186.0,621.0,138.0,924.0,462.0,[z],91.0,185.5,61.0,117.0
Apr 2022 to Mar 2023 (Period 05),Heathrow Express,559.0,440.0,69.0,303.0,156.5,7.0,33.0,168.0,20.0,65.0
Apr 2022 to Mar 2023 (Period 06),Heathrow Express,960.0,655.0,375.0,349.0,218.0,[z],53.0,492.0,34.0,185.0
Apr 2022 to Mar 2023 (Period 07),Heathrow Express,199.0,1040.0,110.0,105.0,158.0,[z],26.0,297.5,22.0,135.0
Apr 2022 to Mar 2023 (Period 08),Heathrow Express,340.0,462.0,154.5,62.0,514.0,34.0,69.0,229.0,47.0,74.0
Apr 2022 to Mar 2023 (Period 09),Heathrow Express,166.0,804.0,43.0,630.0,216.0,[z],67.0,312.5,59.0,155.5
Apr 2022 to Mar 2023 (Period 10),Heathrow Express,5.0,384.0,22.0,55.0,121.0,[z],89.0,82.0,21.0,53.0
Apr 2022 to Mar 2023 (Period 11),Heathrow Express,549.0,697.0,65.0,826.0,186.0,3.0,105.0,427.0,69.0,65.0
Apr 2022 to Mar 2023 (Period 12),Heathrow Express,239.0,632.0,83.0,281.0,128.0,[z],40.0,435.0,37.0,89.5
Apr 2022 to Mar 2023 (Period 13),Heathrow Express,328.0,462.8,118.0,484.0,212.4,12.1,45.0,833.3,34.2,120.4
Apr 2023 to Mar 2024 (Period 01),Heathrow Express,819.0,376.0,206.0,152.0,61.5,1.0,40.0,239.5,60.0,74.0
Apr 2023 to Mar 2024 (Period 02),Heathrow Express,174.0,842.0,230.0,167.0,117.0,6.0,16.0,139.0,20.5,80.0
Apr 2023 to Mar 2024 (Period 03),Heathrow Express,188.0,974.0,227.0,113.0,241.0,32.0,45.0,259.0,47.0,87.0
Apr 2023 to Mar 2024 (Period 04),Heathrow Express,615.0,947.0,62.0,193.0,336.0,30.5,43.5,171.5,67.5,101.0
Apr 2023 to Mar 2024 (Period 05),Heathrow Express,544.0,1674.0,27.0,282.0,89.0,[z],31.0,499.5,63.0,124.0
Apr 2023 to Mar 2024 (Period 06),Heathrow Express,857.5,2067.0,12.0,84.0,72.0,[z],53.0,269.0,51.0,132.9
Apr 2023 to Mar 2024 (Period 07),Heathrow Express,676.0,1342.0,75.0,49.0,103.0,[z],69.0,373.0,286.0,132.0
Apr 2023 to Mar 2024 (Period 08),Heathrow Express,130.0,1231.0,193.5,749.0,54.0,[z],21.0,375.5,57.0,148.0
Apr 2023 to Mar 2024 (Period 09),Heathrow Express,292.1,813.2,142.0,2775.0,703.2,24.0,104.0,818.1,80.5,488.0
Apr 2023 to Mar 2024 (Period 10),Heathrow Express,583.0,1608.9,611.0,2068.0,272.0,12.0,78.0,384.0,189.9,158.0
Apr 2023 to Mar 2024 (Period 11),Heathrow Express,98.0,1493.0,83.0,375.0,400.0,21.4,79.0,1050.5,100.0,150.9
Apr 2023 to Mar 2024 (Period 12),Heathrow Express,777.0,747.9,180.0,282.0,91.0,3.0,95.0,452.6,28.0,106.0
Apr 2023 to Mar 2024 (Period 13),Heathrow Express,685.8,1698.9,137.1,433.1,376.0,17.9,30.5,650.2,84.6,177.7
Apr 2024 to Mar 2025 (Period 01),Heathrow Express,272.0,1054.0,14.0,518.0,128.0,9.0,196.5,424.0,43.0,215.0
Apr 2024 to Mar 2025 (Period 02),Heathrow Express,424.0,686.0,174.0,522.0,101.0,[z],105.0,263.5,88.0,183.0
Apr 2024 to Mar 2025 (Period 03),Heathrow Express,514.0,543.0,22.0,623.0,11.0,6.0,70.0,275.0,55.1,104.0
Apr 2024 to Mar 2025 (Period 04),Heathrow Express,607.2,1413.2,17.0,755.0,60.9,[z],21.0,150.0,297.6,154.0
Apr 2024 to Mar 2025 (Period 05),Heathrow Express,548.0,914.0,50.0,913.0,49.0,[z],19.0,475.0,79.0,82.0
Apr 2024 to Mar 2025 (Period 06),Heathrow Express,1301.0,698.0,19.0,275.0,34.0,7.0,46.0,201.0,68.5,116.0
Apr 2024 to Mar 2025 (Period 07),Heathrow Express,574.1,549.9,93.3,317.0,304.2,4.0,153.0,422.2,94.0,234.9
Apr 2024 to Mar 2025 (Period 08),Heathrow Express,220.5,878.1,93.2,385.0,97.0,[z],131.0,413.0,59.0,288.0
Apr 2024 to Mar 2025 (Period 09),Heathrow Express,354.0,1244.0,268.0,757.0,33.0,[z],3.0,452.0,126.0,210.0
Apr 2024 to Mar 2025 (Period 10),Heathrow Express,321.0,419.0,68.5,22.0,35.0,[z],128.0,267.0,50.0,117.0
Apr 2024 to Mar 2025 (Period 11),Heathrow Express,702.0,1338.0,527.0,303.0,13.0,[z],65.0,257.0,7.5,173.0
Apr 2024 to Mar 2025 (Period 12),Heathrow Express,696.0,600.0,11.0,1277.0,329.0,[z],84.0,285.2,75.0,81.8
Apr 2024 to Mar 2025 (Period 13),Heathrow Express,454.1,675.9,8.3,356.1,78.1,7.1,41.7,322.0,49.3,119.9
Apr 2025 to Mar 2026 (Period 01),Heathrow Express,197.6,729.4,0.1,233.0,59.7,2.4,38.0,535.1,99.3,133.5
Apr 2022 to Mar 2023 (Period 01),Hull Trains,259.0,184.0,54.0,65.0,6.0,5.0,2.0,72.5,1.0,19.0
Apr 2022 to Mar 2023 (Period 02),Hull Trains,723.0,256.0,9.0,135.0,[z],7.0,17.0,135.0,7.0,22.0
Apr 2022 to Mar 2023 (Period 03),Hull Trains,485.0,307.0,3.0,122.0,10.0,9.5,20.0,135.0,9.5,76.5
Apr 2022 to Mar 2023 (Period 04),Hull Trains,245.0,616.0,156.0,49.0,48.0,7.5,36.0,321.0,15.0,46.5
Apr 2022 to Mar 2023 (Period 05),Hull Trains,416.0,835.0,467.0,167.0,59.0,8.5,7.0,869.0,7.0,124.0
Apr 2022 to Mar 2023 (Period 06),Hull Trains,109.5,797.0,120.0,514.0,13.0,28.0,39.0,351.0,21.5,80.5
Apr 2022 to Mar 2023 (Period 07),Hull Trains,544.0,251.0,39.0,344.0,[z],6.5,78.0,122.0,32.0,119.5
Apr 2022 to Mar 2023 (Period 08),Hull Trains,653.0,489.0,252.0,281.0,7.0,8.5,65.0,353.0,96.0,124.0
Apr 2022 to Mar 2023 (Period 09),Hull Trains,370.0,431.0,288.5,656.0,25.0,5.5,51.0,379.0,50.0,35.0
Apr 2022 to Mar 2023 (Period 10),Hull Trains,183.0,271.0,188.0,340.0,34.0,12.5,68.0,266.0,31.0,68.0
Apr 2022 to Mar 2023 (Period 11),Hull Trains,265.0,443.3,242.0,266.0,54.5,27.0,33.0,295.2,25.0,40.0
Apr 2022 to Mar 2023 (Period 12),Hull Trains,134.0,188.0,152.0,91.0,50.0,54.5,28.0,96.2,49.0,93.0
Apr 2022 to Mar 2023 (Period 13),Hull Trains,196.3,443.1,402.2,228.0,40.0,37.3,27.7,142.0,71.5,50.5
Apr 2023 to Mar 2024 (Period 01),Hull Trains,526.0,457.0,164.0,235.0,102.0,7.5,94.0,59.0,29.5,24.0
Apr 2023 to Mar 2024 (Period 02),Hull Trains,298.0,387.0,93.0,190.0,236.0,24.0,[z],141.5,12.0,83.0
Apr 2023 to Mar 2024 (Period 03),Hull Trains,649.0,805.0,56.0,326.0,[z],33.0,43.0,364.0,19.5,30.0
Apr 2023 to Mar 2024 (Period 04),Hull Trains,239.0,411.0,[z],163.0,31.0,36.5,38.0,86.0,21.5,110.0
Apr 2023 to Mar 2024 (Period 05),Hull Trains,513.0,649.0,17.0,255.0,69.0,29.0,42.0,210.0,36.0,53.5
Apr 2023 to Mar 2024 (Period 06),Hull Trains,718.0,428.2,66.0,139.0,29.0,32.0,28.0,131.6,37.0,47.0
Apr 2023 to Mar 2024 (Period 07),Hull Trains,303.0,1124.0,32.5,72.0,123.0,50.5,36.0,189.0,13.0,65.0
Apr 2023 to Mar 2024 (Period 08),Hull Trains,78.0,888.4,602.5,142.0,166.0,90.0,43.0,192.2,87.5,85.0
Apr 2023 to Mar 2024 (Period 09),Hull Trains,434.0,1241.0,613.0,257.0,141.0,21.5,11.0,353.0,48.0,52.0
Apr 2023 to Mar 2024 (Period 10),Hull Trains,162.0,845.0,1015.5,27.0,436.0,28.5,44.0,241.0,38.0,86.0
Apr 2023 to Mar 2024 (Period 11),Hull Trains,303.0,345.4,217.0,178.0,22.0,79.0,44.0,201.2,15.0,24.0
Apr 2023 to Mar 2024 (Period 12),Hull Trains,382.0,672.0,24.0,211.0,77.0,45.5,33.0,221.0,37.0,73.0
Apr 2023 to Mar 2024 (Period 13),Hull Trains,998.3,398.5,43.3,133.0,37.0,25.9,20.0,332.3,9.2,85.4
Apr 2024 to Mar 2025 (Period 01),Hull Trains,155.5,460.0,21.0,159.0,20.0,30.0,46.0,119.0,26.0,23.0
Apr 2024 to Mar 2025 (Period 02),Hull Trains,414.0,631.0,6.0,182.0,210.0,15.0,48.0,278.0,42.0,81.5
Apr 2024 to Mar 2025 (Period 03),Hull Trains,317.0,367.0,3.0,67.0,46.0,7.0,2.0,505.0,54.0,69.0
Apr 2024 to Mar 2025 (Period 04),Hull Trains,378.0,1246.0,31.0,60.0,84.0,3.0,13.0,697.0,66.0,48.0
Apr 2024 to Mar 2025 (Period 05),Hull Trains,1833.0,630.0,147.0,63.0,33.0,6.0,9.5,193.0,43.0,64.0
Apr 2024 to Mar 2025 (Period 06),Hull Trains,613.0,492.0,37.0,287.0,21.0,5.5,23.0,142.0,51.0,57.0
Apr 2024 to Mar 2025 (Period 07),Hull Trains,951.5,397.0,164.5,108.0,267.0,12.0,11.0,141.0,27.5,80.0
Apr 2024 to Mar 2025 (Period 08),Hull Trains,468.0,454.0,137.5,138.0,177.0,40.0,35.0,93.5,3.0,113.0
Apr 2024 to Mar 2025 (Period 09),Hull Trains,733.0,827.3,337.5,411.0,[z],4.0,79.0,396.9,8.5,208.0
Apr 2024 to Mar 2025 (Period 10),Hull Trains,1064.5,233.0,137.0,140.0,20.0,1.5,18.0,422.0,36.5,29.0
Apr 2024 to Mar 2025 (Period 11),Hull Trains,550.0,1351.0,1078.0,174.0,29.0,42.5,62.0,233.5,20.0,61.0
Apr 2024 to Mar 2025 (Period 12),Hull Trains,1564.0,365.0,50.0,237.0,6.0,1.5,58.0,152.0,15.0,97.0
Apr 2024 to Mar 2025 (Period 13),Hull Trains,265.0,208.7,1.5,222.0,[z],33.5,9.4,412.7,12.1,41.0
Apr 2025 to Mar 2026 (Period 01),Hull Trains,566.3,789.1,18.2,274.1,171.0,24.0,12.0,129.7,14.0,73.5
Apr 2022 to Mar 2023 (Period 01),London North Eastern Railway,4734.5,2511.0,875.5,2217.0,1658.0,90.0,465.5,1559.5,307.0,1006.0
Apr 2022 to Mar 2023 (Period 02),London North Eastern Railway,7028.5,4006.0,39.0,2772.0,1661.0,62.0,298.5,1614.0,331.0,683.0
Apr 2022 to Mar 2023 (Period 03),London North Eastern Railway,9783.0,4619.0,76.5,1817.0,2529.0,138.0,697.0,1309.5,216.0,994.5
Apr 2022 to Mar 2023 (Period 04),London North Eastern Railway,11086.0,8376.0,5937.0,1605.0,1278.0,731.0,773.0,3129.5,341.0,918.0
Apr 2022 to Mar 2023 (Period 05),London North Eastern Railway,6332.0,11489.0,6017.0,2025.0,9657.0,134.0,929.5,849.0,177.0,1101.5
Apr 2022 to Mar 2023 (Period 06),London North Eastern Railway,3371.5,11238.0,915.0,3996.0,2359.0,454.0,1897.0,3022.0,408.5,819.0
Apr 2022 to Mar 2023 (Period 07),London North Eastern Railway,6604.5,2819.0,2276.5,2737.0,2587.0,288.0,1476.5,1581.0,246.5,909.0
Apr 2022 to Mar 2023 (Period 08),London North Eastern Railway,13005.0,3020.1,3214.5,2469.0,3645.5,788.5,1551.0,2420.4,424.0,1456.5
Apr 2022 to Mar 2023 (Period 09),London North Eastern Railway,12654.0,4883.1,5935.5,5791.0,2874.0,833.0,1822.0,1561.9,416.5,873.7
Apr 2022 to Mar 2023 (Period 10),London North Eastern Railway,1709.1,2794.2,2904.3,2745.1,2722.8,1114.0,2624.5,3102.0,261.1,510.5
Apr 2022 to Mar 2023 (Period 11),London North Eastern Railway,2961.6,7833.9,2339.8,4044.0,3109.5,592.0,837.0,2316.3,357.7,740.0
Apr 2022 to Mar 2023 (Period 12),London North Eastern Railway,3061.5,4261.4,3959.9,2507.0,1722.0,477.5,1342.1,1548.7,390.5,940.0
Apr 2022 to Mar 2023 (Period 13),London North Eastern Railway,2607.3,6006.9,3596.6,4549.0,3464.0,450.8,801.0,1770.7,480.9,723.9
Apr 2023 to Mar 2024 (Period 01),London North Eastern Railway,7896.0,4818.0,546.0,2521.0,1363.0,457.0,542.0,1010.5,257.0,883.0
Apr 2023 to Mar 2024 (Period 02),London North Eastern Railway,5536.0,5432.0,759.0,3699.0,2281.0,378.0,862.5,1943.0,233.0,777.0
Apr 2023 to Mar 2024 (Period 03),London North Eastern Railway,4946.6,7727.3,1126.5,4172.0,2918.0,439.0,909.0,3275.1,233.8,860.0
Apr 2023 to Mar 2024 (Period 04),London North Eastern Railway,3409.1,3191.0,1277.0,2329.0,1514.0,404.5,1246.5,1080.0,301.5,989.4
Apr 2023 to Mar 2024 (Period 05),London North Eastern Railway,6752.0,6174.0,856.0,2620.0,1925.0,712.0,1210.0,1969.0,261.5,879.0
Apr 2023 to Mar 2024 (Period 06),London North Eastern Railway,7710.0,4219.0,443.0,827.0,1811.0,383.5,570.5,1464.0,291.5,815.0
Apr 2023 to Mar 2024 (Period 07),London North Eastern Railway,6275.0,11705.0,988.5,1532.0,2453.0,283.0,869.0,1757.0,308.5,934.5
Apr 2023 to Mar 2024 (Period 08),London North Eastern Railway,3044.1,17701.9,16217.1,1938.0,1924.5,1442.5,1362.0,1698.1,240.5,1041.0
Apr 2023 to Mar 2024 (Period 09),London North Eastern Railway,5093.1,12305.6,8541.1,3324.2,3078.8,511.5,1067.0,2104.0,494.0,1286.2
Apr 2023 to Mar 2024 (Period 10),London North Eastern Railway,2319.7,10357.0,16308.5,821.0,2518.5,1286.0,2108.0,2275.0,391.7,852.5
Apr 2023 to Mar 2024 (Period 11),London North Eastern Railway,5965.9,4761.2,5618.6,2234.0,3190.6,825.0,815.0,2068.7,293.5,690.3
Apr 2023 to Mar 2024 (Period 12),London North Eastern Railway,5452.1,5497.2,1440.8,2270.0,2138.2,1480.0,655.5,1286.4,278.5,650.3
Apr 2023 to Mar 2024 (Period 13),London North Eastern Railway,8334.9,5450.4,1483.9,2698.4,1167.9,461.2,1255.0,1388.9,451.1,722.4
Apr 2024 to Mar 2025 (Period 01),London North Eastern Railway,3870.0,3160.0,4451.0,3258.0,1519.0,539.0,916.5,2656.5,640.5,717.0
Apr 2024 to Mar 2025 (Period 02),London North Eastern Railway,11102.0,6541.0,686.0,4443.0,1364.0,864.5,1110.5,2519.0,335.0,830.5
Apr 2024 to Mar 2025 (Period 03),London North Eastern Railway,7351.0,4080.4,191.7,1308.1,2528.0,870.0,1235.0,3443.2,377.5,719.7
Apr 2024 to Mar 2025 (Period 04),London North Eastern Railway,10290.6,9677.6,153.2,1923.0,4648.0,1177.5,927.5,1237.8,343.5,940.6
Apr 2024 to Mar 2025 (Period 05),London North Eastern Railway,13086.2,7038.2,1643.6,1187.1,1988.0,1110.0,1010.5,1380.6,275.9,809.3
Apr 2024 to Mar 2025 (Period 06),London North Eastern Railway,10472.7,5771.0,1594.0,2032.0,1855.5,1080.0,870.5,2196.0,273.0,758.2
Apr 2024 to Mar 2025 (Period 07),London North Eastern Railway,11523.0,5154.0,1920.1,1628.1,1782.0,354.0,510.0,2372.0,275.6,1061.7
Apr 2024 to Mar 2025 (Period 08),London North Eastern Railway,3861.0,4914.2,1976.5,1483.0,1745.5,162.5,283.0,1723.6,352.3,1151.6
Apr 2024 to Mar 2025 (Period 09),London North Eastern Railway,8070.1,10680.1,6027.0,2975.0,6553.0,404.0,1403.5,1957.7,340.8,1311.0
Apr 2024 to Mar 2025 (Period 10),London North Eastern Railway,9003.1,2644.0,3576.0,1633.0,5064.0,209.0,591.0,4580.7,407.5,834.5
Apr 2024 to Mar 2025 (Period 11),London North Eastern Railway,6305.3,10804.5,7907.2,2515.0,3478.6,355.5,566.5,3847.5,332.9,899.5
Apr 2024 to Mar 2025 (Period 12),London North Eastern Railway,9082.9,4714.3,1120.8,3095.7,2190.4,216.0,952.0,2996.0,326.5,1170.5
Apr 2024 to Mar 2025 (Period 13),London North Eastern Railway,4977.7,6305.8,214.1,3086.9,2778.7,234.7,506.9,2711.3,309.0,582.7
Apr 2025 to Mar 2026 (Period 01),London North Eastern Railway,10565.6,7131.1,777.8,2892.7,2281.4,102.6,387.4,1958.6,692.6,857.7
Apr 2022 to Mar 2023 (Period 01),London Overground,1325.5,2846.0,1717.0,3105.0,1427.0,91.0,1464.0,742.0,402.0,460.0
Apr 2022 to Mar 2023 (Period 02),London Overground,1323.0,2878.0,530.0,2972.0,816.0,30.0,1798.0,364.0,488.5,362.5
Apr 2022 to Mar 2023 (Period 03),London Overground,3028.0,3047.0,91.0,3934.0,715.0,75.0,1726.0,367.5,514.0,445.0
Apr 2022 to Mar 2023 (Period 04),London Overground,1558.0,3903.0,264.0,6870.0,1852.0,65.0,2118.0,408.0,554.0,504.0
Apr 2022 to Mar 2023 (Period 05),London Overground,2716.0,1416.0,2186.0,5119.0,1335.0,147.0,1580.0,639.0,585.5,338.0
Apr 2022 to Mar 2023 (Period 06),London Overground,2365.0,3609.0,2232.0,4186.0,2991.0,86.0,1551.0,627.5,685.5,472.5
Apr 2022 to Mar 2023 (Period 07),London Overground,1789.0,2215.5,40.2,2865.0,1577.0,148.0,1335.0,1084.0,593.1,311.0
Apr 2022 to Mar 2023 (Period 08),London Overground,2334.5,3454.3,1713.0,4451.0,1088.0,115.0,1535.0,507.6,843.5,708.5
Apr 2022 to Mar 2023 (Period 09),London Overground,2209.0,3078.1,282.1,3103.0,1518.0,108.0,1864.0,1698.5,939.9,1831.5
Apr 2022 to Mar 2023 (Period 10),London Overground,1028.0,4054.0,2168.0,2080.0,1655.0,273.0,1872.0,444.0,353.6,249.0
Apr 2022 to Mar 2023 (Period 11),London Overground,4231.1,2670.6,271.0,1742.0,1069.0,93.0,1763.0,2437.7,666.5,758.6
Apr 2022 to Mar 2023 (Period 12),London Overground,1830.3,2241.2,21.0,1767.0,1482.0,137.0,1559.0,829.4,542.1,273.0
Apr 2022 to Mar 2023 (Period 13),London Overground,3389.2,2571.1,143.3,2089.3,1045.3,233.0,1382.3,828.3,718.3,333.8
Apr 2023 to Mar 2024 (Period 01),London Overground,1252.0,2521.0,501.0,2022.0,1363.0,154.0,1505.0,799.0,601.3,467.0
Apr 2023 to Mar 2024 (Period 02),London Overground,2531.3,4419.2,149.9,4286.0,862.0,70.0,2455.0,449.5,684.0,778.5
Apr 2023 to Mar 2024 (Period 03),London Overground,5084.5,2983.0,284.0,2245.0,1643.0,185.0,2351.0,1742.0,596.5,623.5
Apr 2023 to Mar 2024 (Period 04),London Overground,2489.0,2456.0,1111.0,1278.0,1326.0,43.0,2236.0,918.3,605.5,755.0
Apr 2023 to Mar 2024 (Period 05),London Overground,883.5,1764.0,132.0,966.0,2995.0,138.0,2007.0,514.0,622.0,620.0
Apr 2023 to Mar 2024 (Period 06),London Overground,2126.3,3826.7,399.9,1408.0,2169.0,78.0,2427.0,1237.8,493.5,396.0
Apr 2023 to Mar 2024 (Period 07),London Overground,2480.0,4625.0,1431.5,3226.0,1196.0,314.0,3095.0,848.5,719.5,1101.0
Apr 2023 to Mar 2024 (Period 08),London Overground,867.0,3379.0,548.0,2431.0,1641.0,1779.0,1728.0,1690.0,1002.0,794.0
Apr 2023 to Mar 2024 (Period 09),London Overground,2330.0,4799.4,1415.5,3241.0,2006.0,2123.0,1956.0,754.6,1024.5,703.0
Apr 2023 to Mar 2024 (Period 10),London Overground,907.0,4110.0,2250.0,683.0,1314.0,739.0,1191.0,558.0,629.0,460.0
Apr 2023 to Mar 2024 (Period 11),London Overground,1619.0,3244.0,583.0,1356.0,1670.0,1339.0,1773.0,750.0,443.0,384.0
Apr 2023 to Mar 2024 (Period 12),London Overground,1872.5,5924.2,737.0,2128.5,1280.0,1103.5,1868.0,745.0,981.6,277.7
Apr 2023 to Mar 2024 (Period 13),London Overground,3363.5,4047.4,559.6,2335.6,1071.3,810.6,1053.9,485.5,579.1,294.4
Apr 2024 to Mar 2025 (Period 01),London Overground,3534.0,4999.1,1438.0,686.0,2651.0,366.0,1677.0,623.9,689.0,319.5
Apr 2024 to Mar 2025 (Period 02),London Overground,2041.0,4414.0,640.0,643.0,1391.0,575.0,1865.0,1190.0,513.5,558.0
Apr 2024 to Mar 2025 (Period 03),London Overground,2362.6,2778.0,14.0,2183.0,1054.0,949.0,2054.0,924.0,623.5,489.0
Apr 2024 to Mar 2025 (Period 04),London Overground,4005.0,5856.0,420.0,4022.0,1545.0,731.0,1588.0,637.5,756.0,808.0
Apr 2024 to Mar 2025 (Period 05),London Overground,5088.5,4419.3,115.0,4234.0,1185.0,1482.0,2245.0,721.1,1024.5,562.0
Apr 2024 to Mar 2025 (Period 06),London Overground,3313.0,5685.0,73.0,1604.0,1975.0,1101.0,1873.0,927.0,701.0,592.0
Apr 2024 to Mar 2025 (Period 07),London Overground,2568.0,2862.0,1458.0,3731.0,2501.0,1452.0,2728.0,697.0,645.5,430.0
Apr 2024 to Mar 2025 (Period 08),London Overground,3303.0,3583.0,125.0,5511.0,1879.0,1244.0,2881.0,2228.0,715.0,816.5
Apr 2024 to Mar 2025 (Period 09),London Overground,1782.0,3868.0,1738.5,2794.0,1341.0,1887.0,4224.0,985.0,715.0,583.0
Apr 2024 to Mar 2025 (Period 10),London Overground,2660.0,1902.3,1327.0,1458.0,1581.0,942.0,2485.0,708.6,971.0,833.0
Apr 2024 to Mar 2025 (Period 11),London Overground,2333.5,4392.0,427.0,2080.0,2667.0,1556.0,2569.0,1786.5,768.0,597.0
Apr 2024 to Mar 2025 (Period 12),London Overground,1679.3,2046.2,25.9,2318.0,261.0,1346.0,2351.0,793.5,1224.0,394.0
Apr 2024 to Mar 2025 (Period 13),London Overground,3795.8,5655.2,35.2,774.3,1151.3,1382.0,2169.3,1415.2,1477.6,608.0
Apr 2025 to Mar 2026 (Period 01),London Overground,3483.2,3843.1,44.8,653.9,1231.1,731.4,1713.3,417.7,979.8,1114.2
Apr 2022 to Mar 2023 (Period 01),Lumo,424.0,339.0,86.0,147.0,145.0,115.0,300.0,241.0,23.0,116.0
Apr 2022 to Mar 2023 (Period 02),Lumo,1219.5,366.0,8.0,340.0,125.5,45.0,15.0,198.0,14.0,103.5
